"indictment, by way of; indictment, on conviction on; conviction on indictment, on",par mise en accusation
indirect contempt,outrage indirect
ineligibility (of a claim for refugee protection; of a person),irrecevabilité (d'une demande d'asile); inhabilité (d'une personne)
ineligible claim; claim ineligible to be referred,demande d'asile irrecevable
influx of refugees,afflux de réfugiés
"informal and expeditious manner, in an; informally and expeditiously; informally and quickly",de façon expéditive et sans formalités; sans formalisme et selon la procédure expéditive; sans formalisme et avec célérité
Information and Knowledge Management Working Group,Groupe de travail sur la gestion de l'information et du savoir
Information Management Committee (IMC) ,Comité de gestion de l'information (CGI) 
Information Request,Demande d'information
information session on country conditions,séance d'information sur les conditions dans le(s) pays
Information Sharing Agreement (ISA) ,Entente sur l'échange de renseignements (EER) 
Information Systems Directorate (ISD) ,Direction des systèmes informatisés (DSI) 
information technology infrastructure management,gestion de l'infrastructure de la technologie de l'information
Information Technology Services (ITS) ,Services de technologie de l'information (STI) 
informed consent,consentement éclairé
informed decision; sound decision; well-reasoned decision,décision éclairée; décision judicieuse; décision juste
"infringe, to; breach, to; contravene, to",enfreindre; violer; contrevenir
"initiative, to act on its own (with reference to a division of the Immigration and Refugee Board of Canada)",agir de sa propre initiative (en parlant d'une section de la Commission de l'immigration et du statut de réfugié du Canada)
"input; intake [number of claims for refugee protection referred (RPD), number of appeals filed (IAD)] ",nombre de demandes d'asile déférées (SPR) ; nombre d'appels interjetés (SAI) 
inquiryNOTE Now called admissibility hearing under IRPA. ,enquête
institutional hearing,audience en établissement
"instruct counsel, to",mandater un conseil
"intake; input [number of claims for refugee protection referred (RPD), number of appeals filed (IAD)] ",nombre de demandes d'asile déférées (SPR) ; nombre d'appels interjetés (SAI) 
Integrated Case Management System (ICMS) ,Système de gestion des cas intégré (SGCI) 
"Integrated Human Resources Planning, Policies and Information Management Division","Section de la gestion de l'information, des politiques et de la planification intégrée des ressources humaines"
Interactive Inventory of Selection Board Members,Répertoire interactif des membres de jurys de sélection
interested party; intervenor; stakeholder,partie intéressée; intervenant
"interests, in the best (of the person)",dans l'intérêt (de la personne)
"interests of justice, in the",dans l'intérêt de la justice
"interests of the child, best",intérêt supérieur de l'enfant
interim stay,suspension provisoire
interlocutory decision,décision interlocutoire
interlocutory matter,question interlocutoire
internal flight alternative (IFA) ,possibilité de refuge intérieur (PRI) 
Internal Flight Alternative Working PartyNOTE Part of the IARLJ. ,Groupe de travail sur la possibilité de refuge intérieurNOTA Relève de l' AIJAR
International Association of Refugee Law Judges (IARLJ) ,Association internationale des juges aux affaires des réfugiés (AIJAR) 
International Covenant on Civil and Political Rights (ICCPR) [ UN] ,Pacte international relatif aux droits civils et politiques (PIRDCP) [ ONU] 
international law,droit international
international (legal) instrument,instrument (juridique) international
international legal obligation,obligation en droit international
International Media Database (IMD) ,Base de données des médias internationaux (BDMI) 
International Media Review (IMR) ,Revue de presse internationale (RPI) 
international refugee law,droit international des réfugiés
Interpretation of the Convention Refugee Definition in the Case LawNOTE A Legal Services document updated once a year.,La jurisprudence sur la définition de réfugié au sens de la ConventionNOTA Document des Services juridiques mis à jour tous les ans.
interpreter,interprète
Interpreter Handbook,Guide de l'interprète
Interpreter Payment System (IPS) ,Système de paiement des interprètes (SPI) 
Interpreter Program,Programme des interprètes
interpreter's declaration,déclaration de l'interprète
Interpreters Unit,Section des services d'interprétation
"intervene, to (in an appeal, in a claim)","intervenir (dans un appel, dans une demande d'asile)"
intervenor; stakeholder; interested party,intervenant; partie intéressée
"intervenor status, person granted",personne autorisée à intervenir
intervention by the Minister; Minister's intervention,intervention du ministre; intervention ministérielle
invalid proceeding,affaire invalide
investigative role of the RPO,rôle d'enquêteur de l' APR
irrelevant evidence,élément de preuve non pertinent
issuance of summons,délivrance d'une sommation; délivrance d'une citation à comparaître
issue analysis session,séance d'analyse thématique
issue paper,exposé; document de fond
Issues Group Meeting (IGM) ,Groupe d'analyse thématique (GAT) 
issue-specific package,dossier sur des sujets précis
issue tracking,suivi des questions d'actualité
itinerant site,tribunal itinérant
"JCTC (see Joint Career Transition Committee) ","CCTC (voir Comité conjoint de transition de carrière) "
"JOSH (see Joint Occupational Safety and Health Committee) ","CCSST (voir Comité conjoint de santé et de sécurité au travail) "
"join, to (hearings, claims)","joindre (plusieurs affaires, des demandes d'asile)"
joinder of appeals,jonction d'appels
joinder of cases,jonction d'instances
joinder rule,règle relative à la jonction d'instances
joining (claims for refugee protection); joint claims ,jonction (de demandes d'asile); demandes d'asile conjointes 
joint admissibility hearing,enquête conjointe
Joint Career Transition Committee (JCTC) ,Comité conjoint de transition de carrière (CCTC) 
joint claims; joining (claims for refugee protection),demandes d'asile conjointes; jonction (de demandes d'asile)
joint hearingNOTE Used to hear the claims for refugee protection of all members of a family at a single hearing.,audience conjointeNOTA Tenue lorsque les demandes d'asile de tous les membres d'une famille sont entendues à une seule audience.
Joint Occupational Safety and Health Committee (JOSH) ,Comité conjoint de santé et de sécurité au travail (CCSST) 
"judicially noticed, to be",être admis d'office en justice
judicial notice (of an obvious fact),admission d'office (d'un fait évident)
"judicial notice, to take",admettre d'office en justice
judicial review,contrôle judiciaire
jurisdiction,compétence
"jurisdiction, to take (to hear a case)",statuer sur sa compétence (à entendre le cas)
jurisdictional refusal,refus pour défaut de compétence; refus pour absence de compétence; refus pour incompétence
jurisprudence relating to refugees,jurisprudence en matière de réfugiés
Jurisprudence Update; Legal Update,jurimeeting; mise à jour de la jurisprudence
jurisprudential guide,guide jurisprudentiel
"knowingly contravene, to (conditions)",contrevenir sciemment (à des conditions)
"LA (see legal adviser) ","CJ (voir conseiller juridique) "
"LICO (see low income cutoff) ","SFR (voir seuil de faible revenu) "
"LPDD (see Learning and Professional Development Directorate) ","DAPP (voir Direction de l'apprentissage et du perfectionnement professionnel) "
"LPO (see Local Purchase Order) ",commande d'achat local
"LRS (see Leave Reporting System) ","SRC (voir Système de rapports sur les congés) "
lack of credibility,manque de crédibilité
lack of jurisdiction,défaut de compétence; absence de compétence; incompétence
landing,établissement
late filing (of a document),dépôt tardif (d'un document)
law-abiding citizen ,citoyen respectueux de la loi (des lois)
law and order,respect de la loi et maintien de l'ordre
law-enforcement agency,organisme d'exécution de la loi
lawfully residing (in a country),ayant résidence légale (dans un pays)
lawfully staying; authorized stay (in a country),présence autorisée; séjour autorisé (dans un pays)
lawful sanction,sanction légitime
law of general application,loi d'application générale
lay counsel; non-lawyer; non-legal counsel,non-juriste (n.) ; conseil non juriste 
lead case,cas type
leading question,question suggestive; question tendancieuse
"lead to a determination of inadmissibility, to; inadmissibility, to constitute; determination of inadmissibility",emporter interdiction de territoire; constat d'interdiction de territoire
Learning and Professional Development Directorate (LPDD) ,Direction de l'apprentissage et du perfectionnement professionnel (DAPP) 
Learning Centre,Centre d'apprentissage
Leave Reporting System (LRS)NOTE A Personnel computer system.,Système de rapports sur les congés (SRC)NOTA Système informatique du Personnel.
leave to appeal,autorisation d'appel; autorisation d'en appeler; autorisation d'interjeter appel
leave to vacate,autorisation de présenter une demande d'annulation
legal adviser (LA) ,conseiller juridique (CJ) 
Legal Advisers Professional Development Committee,Comité de perfectionnement professionnel des conseillers juridiques
legal argument,fondement juridique
legal or technical rule of evidence,règle légale ou technique de présentation de la preuve
legal proceeding,procédure judiciaire; poursuite judiciaire
legal protection,protection juridique
Legal Services (Branch) (of the IRB) ,Services juridiques (de la CISR) ; Direction générale des services juridiques 
Legal Update; Jurisprudence Update,jurimeeting; mise à jour de la jurisprudence
legislative framework,loi-cadre
LexChangeNOTE A case management bulletin published by the Toronto regional office of the IRB. ,LexChangeNOTA Bulletin sur la gestion des cas publié par le bureau régional de Toronto de la CISR. 
LexChange WestNOTE A case management bulletin published by the Pacific regional office of the IRB. ,LexChange - côte ouestNOTA Bulletin sur la gestion des cas publié par le bureau régional du Pacifique de la CISR. 
Linguistic Services Directorate,Direction des services linguistiques
linked claims for refugee protection; related claims for refugee protection,demandes d'asile liées
Local Purchase Order (LPO) ,commande d'achat local
long-term detention,détention de longue durée
loss of status,perte du statut
low income cutoff (LICO) ,seuil de faible revenu (SFR) 
low probative value,faible valeur probante
"MAC (see Ministerial Advisory Committee) ","CCM (voir Comité consultatif ministériel) "
"MAS (see Member Applicant System) ",Système de suivi des candidatures aux postes de commissaires
"MNI (see minimum necessary income) ","RVM (voir revenu vital minimum) "
"MPSGWP (see Membership in a Particular Social Group Working Party) ","GTAGS (voir Groupe de travail sur l'appartenance à un groupe social) "
"MUC (see manifestly unfounded claim) ",demande d'asile manifestement non fondée
majority decision,décision majoritaire
"make a claim for refugee protection, to; advance a claim for refugee protection, to",présenter une demande d'asile; demander l'asile
"make an appeal, to; file an appeal, to; appeal, to (against a decision/to the Division)",porter en appel; former un appel; interjeter appel (d'une décision devant/auprès de la Section); en appeler 
Management of Performance Feedback and Appraisal Working Group,Groupe de travail sur la gestion du processus de rétroaction sur le rendement et d'évaluation du rendement
manifestly unfounded claim (MUC) ,demande d'asile manifestement non fondée
marriage of convenience,mariage de convenance; mariage d'intérêt
material fact,fait important; fait substantiel
Media Analysis,Analyse de la couverture médiatique
media line,infocapsule
medical document,document médical
medical evidence,preuve d'ordre médical
medical examination,visite médicale
medical inadmissibility,interdiction de territoire pour (des) motifs sanitaires
medical inadmissibility appeal,appel d'une décision d'interdiction de territoire pour (des) motifs sanitaires
medical refusal,refus pour (des) motifs sanitaires; refus fondé sur des motifs sanitaires
member (of the IRB) ,commissaire (de la CISR) 
Member Applicant System (MAS) ,Système de suivi des candidatures aux postes de commissaires
member complement,effectif des commissaires
member manager,commissaire gestionnaire
member performance appraisal,évaluation du rendement des commissaires
Membership in a Particular Social Group Working Party (MPSGWP)NOTE  Part of the IARLJ. ,Groupe de travail sur l'appartenance à un groupe social (GTAGS)NOTA  Relève de l' AIJAR. 
member-year,année-commissaire
memorandum of fact and law,exposé des faits et du droit
mere possibility (of persecution),simple possibilité (de persécution)
Merit Award,prime au mérite
merits (of a claim for refugee protection),bien-fondé (d'une demande d'asile)
"merits, on the",sur le fond; au fond
military action,action militaire
military service,service militaire
minimum necessary income (MNI) ,revenu vital minimum (RVM) 
Ministerial Advisory Committee (MAC) on the Screening of Citizenship Judges ,Comité consultatif ministériel (CCM) pour la présélection des juges de la citoyenneté 
Ministerial Advisory Committee (MAC) on the Screening of Members ,Comité consultatif ministériel (CCM) pour la présélection des commissaires 
Minister's counsel,conseil du ministre
Minister's (danger) opinion,avis (de danger) du ministre
Minister's information,renseignements ministériels
Minister's intervention; intervention by the Minister,intervention ministérielle; intervention du ministre
Minister's opinion,avis du ministre
Minister's permit,permis ministériel
minorNOTE  Person under the age of 18 years.,mineurNOTA  Personne qui est âgée de moins de 18 ans.
misrepresentation; false statement,présentation erronée; fausse déclaration
mitigating circumstance,circonstance atténuante
model office (in the context of ICMS) ,fonction de modélisation (dans le cadre du SGCI) 
modern comptrollership,fonction de contrôleur moderne
money laundering,recyclage des produits de la criminalité
Monthly Judicial Review Tracking Report,Rapport de suivi des décisions pouvant faire l'objet d'un contrôle judiciaire
moot appeal,appel théorique
motions judge,juge des requêtes
multiple claims,demandes d'asile multiples
multiple nationality,nationalité multiple
multiple-source feedback,rétroaction de sources multiples
multi-tasking ,traitement multitâches
"NCC (see National Call Center) ","CAN (voir Centre d'appel national) "
"NDC (see National Documentation Committee) ","CND (voir Comité national de la documentation) "
"NEPC (see National Executive Planning Conference) ","CNPHD (voir Conférence nationale de planification de la haute direction) "
"NEPM (see National Executive Planning Meeting) ","RNPHD (voir réunion nationale de planification de la haute direction) "
"NGN (see National Geographic Network) ","RGN (voir réseau géographique national) "
NHQ Corporate Security; Corporate Security at NHQ,Services de sécurité du siège de la Commission
"NLC (see National Learning Committee) ","CNA (voir Comité national sur l'apprentissage) "
"NLF (see National Learning Framework) ","PNA (voir Programme national d'apprentissage) "
"NLMCC (see National Labour-Management Consultative Committee) ","CNCPS (voir Comité national de consultation patronale-syndicale) "
"NLP (see National Learning Plan) ","PNA (voir Plan national d'apprentissage) "
"NLSC (see National Learning Steering Committee) ","CDNA (voir Comité directeur national sur l'apprentissage) "
"NOA (see notice of appeal) ",avis d'appel
"NOSHC (see National Occupational Safety and Health Committee) ","CNSST (voir Comité national de santé et de sécurité au travail) "
"NRD (see National Reasons Database) ","BDNMD (voir Base de données nationale sur les motifs de décisions) "
"NTA (see notice to appear) ",avis de convocation
narrative (in the PIF) ,exposé circonstancié (contenu dans le FRP) 
National ATS Committee ,Comité national pour le SSA
National Call Center (NCC) ,Centre d'appel national (CAN) 
National Contingency Plan for the Influx of Migrant Arrivals,Plan national d'intervention d'urgence pour un important afflux de migrants
National Documentation Committee (NDC) ,Comité national de la documentation (CND) 
National Executive Planning Conference (NEPC) ,Conférence nationale de planification de la haute direction (CNPHD) 
National Executive Planning Meeting (NEPM) ,réunion nationale de planification de la haute direction (RNPHD) 
National Geographic Network (NGN) ,réseau géographique national (RGN) 
National Issue Package,Dossier sur des questions d'intérêt national
National Labour-Management Consultative Committee (NLMCC) ,Comité national de consultation patronale-syndicale (CNCPS) 
National Learning Committee (NLC) ,Comité national sur l'apprentissage (CNA) 
National Learning Framework (NLF) ,Programme national d'apprentissage (PNA) 
National Learning Plan (NLP) ,Plan national d'apprentissage (PNA) 
National Learning Steering Committee (NLSC) ,Comité directeur national sur l'apprentissage (CDNA) 
National Occupational Safety and Health Committee (NOSHC) ,Comité national de santé et de sécurité au travail (CNSST) 
National Policy Committee,Comité national des politiques
National Professional Development Committee,Comité national de perfectionnement professionnel
National Reasons Database (NRD) ,Base de données nationale sur les motifs de décisions (BDNMD) 
National Research Collection,collection de recherche nationale
National Streamlining Meeting,réunion nationale sur le processus de catégorisation
National Training Program,Programme national de formation
natural justice,justice naturelle
negative decision; decision not in favour of (the permanent resident or foreign national),décision défavorable (au résident permanent ou à l'étranger)
"negative effect on the integrity, likely to have a (of the Division)",avoir vraisemblablement un effet néfaste sur l'intégrité (de la Section)
"net intake [of claims for refugee protection referred (RPD), of appeals filed (IAD)] ",nombre net de demandes d'asile déférées (SPR) ; nombre net d'appels interjetés (SAI) 
Network and Data Communication Services,Services de réseau et de communication de données
new evidence,preuve supplémentaire; nouvel élément de preuve
nexus,lien 
no credibility,absence de crédibilité
no credible basis,absence de minimum de fondement
no jurisdiction letter,lettre pour défaut de compétence
"non-adjudicative manner, in aNOTE  With respect to the Alternative Dispute Resolution Process (ADRP). ",sans l'intervention des tribunauxNOTA  En parlant du mode alternatif de règlement des litiges (MARL). 
non-adversarial hearing,audience de nature non contradictoire; audience de nature non accusatoire
non-adversarial proceeding,procédure de type non contradictoire; procédure de type non accusatoire
non-compliance; breach (n.) ; failure to comply ,"non-respect (des conditions); inobservation (d'une obligation); infraction (à une règle, à une loi); manquement (à une obligation, à un engagement, à la justice, à la loi, à un règlement, à une règle); violation (de la loi)"
non-disclosure of information,interdiction de divulgation de renseignements
non-exempted information,information accessible au public
non-immigrant,non-immigrant (n.) 
non-lawyer; non-legal counsel; lay counsel,non-juriste (n.) ; conseil non juriste 
non-permanent resident,non-résident permanent
non-political crime; common crime; ordinary law crime,crime de droit commun
Non-State Agents of Persecution Working PartyNOTE  Part of the IARLJ. ,Groupe de travail sur les agents de persécution ne relevant pas de l'ÉtatNOTA  Relève de l' AIJAR. 
no-PIF abandonment hearing (PABA) ,audience sur le désistement pour défaut de présenter le FRP
"no right to appeal; appealed, may not be",être sans appel; non susceptible d'appel
no show; failure to appear (at a hearing or admissibility hearing),défaut de comparution; défaut de comparaître; manquement à l'obligation de se présenter; omission de se présenter; défaut de se présenter (à une audience ou à une enquête)
not genuine,pas authentique; illégitime
notice of appeal (NOA) ,avis d'appel
notice of constitutional question,avis de question constitutionnelle
notice of decision,avis de décision
notice of hearing,avis d'audience
notice of ineligible claim,avis sur l'irrecevabilité d'une demande d'asile
notice of intention to intervene (provided by the Minister),avis d'intention d'intervenir (transmis par le ministre)
notice to appear (NTA) ,avis de convocation
"notify the parties, to",aviser les parties
null and void decision,décision nulle et de nul effet
"nullify, to (a decision, a determination); quash, to (a decision, a proceeding); vacate, to (a determination that a person is a Convention refugee or a person in need of protection); reverse, to (a decision); set aside, to (a decision, a removal order)","annuler (une décision, une mesure de renvoi, une procédure; la reconnaissance de la qualité de réfugié au sens de la Convention ou de personne à protéger); infirmer (une décision); casser (une décision, une mesure de renvoi)"
"OB (see Operations Branch) ","DGO (voir Direction générale des opérations) "
"OCDC (see Ottawa-Carleton Detention Centre) ","CDOC (voir Centre de détention d'Ottawa-Carleton) "
"OLOSHC (see Ottawa Local Occupational Safety and Health Committee) ","CLSSTO (voir Comité local de santé et de sécurité au travail pour Ottawa) "
"OPS (see Order Processing System) ","SSC (voir Système de suivi des commandes) "
"oath, made under",fait sous serment
"oath, to administer an",faire prêter serment
"oath, to take an",s'engager sous serment; prêter serment
oath of office,serment professionnel
"oath of office, to swear the",prêter le serment professionnel
Oath or Solemn Affirmation of Office Rules (Immigration and Refugee Board of Canada),Règles sur le serment professionnel ou la déclaration (Commission de l'immigration et du statut de réfugié du Canada)
obiter comment; obiter dictumNOTE  The part of the reasons for decision that is not directly related to the issues that have to be decided.,remarque incidente; opinion incidente; obiter dictumNOTA  La partie des motifs de décision qui ne concerne pas directement les questions qui doivent être tranchées.
objective element,élément objectif
Office of the Privacy Commissioner,Commissariat à la protection de la vie privée
Office of the United Nations High Commissioner for Refugees (UNHCR) ,Haut Commissariat des Nations Unies pour les réfugiés (HCR) 
on the particular facts of this matter,eu égard aux faits particuliers de l'espèce
one-child policy (China),politique de l'enfant unique (Chine)
On-line Research and Electronic Networks,Recherches en ligne et réseaux électroniques
onus of proof; burden of proof,charge de la preuve; fardeau de la preuve
Operational Monitoring Report,Rapport sur le suivi opérationnel
"Operations Branch (OB)NOTE  Formerly called Policy, Planning and Research Branch (PPR or PPRB). ","Direction générale des opérations (DGO)NOTA  Auparavant appelée Direction générale des politiques, de la planification et des recherches (DGPPR ou PPR). "
Operations Committee,Comité des opérations
opinion evidence,témoignage d'opinion; preuve fondée sur un avis
opportunity to be heard,possibilité de se faire entendre
oral decision; decision made orally; decision rendered orally,décision exposée (ou prononcée) de vive voix
oral decision at the conclusion of the hearing,prononcé de décision de vive voix à la fin de l'audience
oral evidence; oral testimony,preuve orale; témoignage oral; témoignage de vive voix; déposition orale
orally,de vive voix; oralement
oral reasons for decision,motifs (de décision) donnés de vive voix
"oral representations, to make",présenter des observations de vive voix
oral review (of a stay of execution of a removal order),réexamen oral (du sursis à l'exécution d'une mesure de renvoi)
oral source (of information),source orale (d'information)
oral testimony; oral evidence,témoignage de vive voix; témoignage oral; déposition orale; preuve orale
ordered deported,frappé (d'une mesure) d'expulsion
order for detention or release,ordonnance de détention ou de mise en liberté
Order Processing System (OPS) ,Système de suivi des commandes (SSC) 
"order the release, to (of a permanent resident or a foreign national)",prononcer la mise en liberté; ordonner la mise en liberté (d'un résident permanent ou d'un étranger)
order to appear,ordonnance de comparution
"order to reopen (a hearing, an admissibility hearing, an appeal, a claim for refugee protection)","ordonnance de réouverture (d'une audience, d'une enquête, d'un appel, d'une demande d'asile)"
ordinary law crime; common crime; non-political crime,crime de droit commun
organized criminality,criminalité organisée
Ottawa/Atlantic District Office,bureau de district d'Ottawa-Atlantique
Ottawa-Carleton Detention Centre (OCDC) ,Centre de détention d'Ottawa-Carleton (CDOC) 
Ottawa Local Occupational Safety and Health Committee (OLOSHC) ,Comité local de santé et de sécurité au travail pour Ottawa (CLSSTO) 
outcome,décision rendue; résultat
"output [number of claims for refugee protection finalized (RPD), number of appeals finalized (IAD)] ",nombre de demandes d'asile réglées (SPR) ; nombre d'appels finalisés (SAI) 
output level,niveau de productivité
Outreach Program,Programme de diffusion externe
outside the country of nationality,hors du pays de nationalité
outstanding appeal,appel en instance
outstanding charge,accusation en instance
outstanding reasons,motifs non rédigés; motifs en suspens; motifs en retard
Outstanding Reasons Report,Rapport sur les motifs de décisions en suspens
overbooking,surcharge du rôle
"PABA (see no-PIF abandonment hearing) ",audience sur le désistement pour défaut de présenter le FRP
"PBC (see Planning and Budgeting Committee) ","CPB (voir Comité de planification et de budgétisation) "
"PC (see person concerned) ",intéressé
"PCA (see Priorities Coordination Agreement) ","ECP (voir Entente sur la coordination des priorités) "
"PDB (see Professional Development Branch)NOTE  Now called Human Resources and Professional Development Branch (HRPDB) .","DGPP (voir Direction générale du perfectionnement professionnel)NOTA  Maintenant appelée Direction générale des ressources humaines et du perfectionnement professionnel (DGRHPP) ."
"PDC (see Professional Development Committee) ","CPP (voir Comité de perfectionnement professionnel) "
"PHSC (see Policy Health and Safety Committee) ","COSS (voir Comité d'orientation en matière de santé et de sécurité) "
"PIA (see Privacy Impact Assessment) ","EFVP (voir évaluation des facteurs relatifs à la vie privée) "
"PIF (see Personal Information Form) ","FRP (voir Formulaire de renseignements personnels) "
"PLC (see Personal Learning Contract) ","CAP (voir contrat d'apprentissage personnel) "
"POE (see port of entry) ","PDE (voir point d'entrée) "
"PPRorPPRB (see Policy, Planning and Research Branch)NOTE  Now called Operations Branch .","DGPPRouPPR (voir Direction générale des politiques, de la planification et des recherches)NOTA  Maintenant appelée Direction générale des opérations (DGO) ."
"PRAS (see Planning, Reporting and Accountability Structure) ","SPRR (voir structure de planification, de rapport et de responsabilisation) "
"PRC (see Performance Review Committee) ","CER (voir Comité d'examen du rendement) "
"PRRA (see pre-removal risk assessment) ","ERAR (voir examen des risques avant renvoi) "
panel,tribunal
panel member,commissaire du tribunal
paper appeal,appel sur dossier
paper appeal process,processus d'appel sur dossier
paper appeal tribunal,tribunal d'examen sur dossier des appels
paper hearing,instruction sur dossier
paralegal,technicien parajuridique; parajuriste
particular fact,fait particulier
particular social group,groupe social
party,partie
pattern of criminal activity,plan d'activités criminelles
payment of a deposit (for compliance with the conditions),remise d'une garantie (d'exécution)
pending,en instance
pending caseload; pending inventory of cases; size of inventory,nombre de cas en instance
people smuggling; human smuggling; smuggling,passage de clandestins
PeopleSoft Strategic Planning Committee,Comité de planification stratégique du système PeopleSoft
perceived political opinion; imputed political opinion,opinions politiques présumées; opinions politiques imputées
peremptory adjournment,ajournement péremptoire
performance agreement and appraisal system,entente de rendement et évaluation du rendement
performance appraisal process,processus d'évaluation du rendement
Performance Report,Rapport de rendement
Performance Review Committee (PRC) ,Comité d'examen du rendement (CER) 
Performance Review Program,Programme d'examen du rendement
period for appeal; period for filing an appeal; period for making an appeal; appeal period,délai d'appel; délai pour interjeter appel
period of deliberation,période de délibéré
permanent resident,résident permanent
permanent resident visa,visa de résident permanent
permit,permis
persecution for nationality,persécution du fait de la nationalité
persecution for political opinion,persécution du fait des opinions politiques
persecution for religion,persécution du fait de la religion
persecution of a family member,persécution d'un membre de la famille
Personal Information Form (PIF) ,Formulaire de renseignements personnels (FRP) 
Personal Learning Contract (PLC) ,contrat d'apprentissage personnel (CAP) 
Personal Service Contract for Interpreters,contrat de services personnels d'interprétation
person concerned (PC) ,intéressé
person convicted,personne déclarée coupable
person detained,personne détenue
person in need of protection,personne à protéger
person of concern to the UNHCR,personne relevant de la compétence du HCR
person on whom refugee protection is conferred,personne à qui l'asile est conféré
person summoned,personne citée à comparaître
person who claims refugee protection; refugee claimant; refugee protection claimant; claimant,personne qui demande l'asile; demandeur(e) d'asileNOTA  Auparavant appelé « revendicateur ».
person who is determined to be a Convention refugee,personne ayant la qualité de réfugié au sens de la Convention
persuasive decision,décision à caractère persuasif
persuasive value,force persuasive
perverse or capricious,abusif ou arbitraire
"physically present in Canada, to be",être effectivement présent au Canada
Planning and Budgeting Committee (PBC) ,Comité de planification et de budgétisation (CPB) 
"Planning, Reporting and Accountability Structure (PRAS) ","structure de planification, de rapport et de responsabilisation (SPRR) "
Policy Committee,Comité d'orientation
Policy Health and Safety Committee (PHSC) ,Comité d'orientation en matière de santé et de sécurité (COSS) 
"Policy on the completeness, accuracy and authority of IRB financial transactions and related information ",Politique sur l'intégralité et l'exactitude de l'information financière de la CISR ainsi que sur les pouvoirs qui y sont reliés 
"Policy, Planning and Research Branch (PPRorPPRB)NOTE  Now called Operations Branch .","Direction générale des politiques, de la planification et des recherches (DGPPRouPPR)NOTA  Maintenant appelée Direction générale des opérations (DGO) ."
political opinion,opinions politiques
portfolio partner,partenaire de portefeuille
port of entry (POE) ,point d'entrée (PDE) 
port-of-entry notes,notes prises au point d'entrée
positive decision; decision in favour of (the permanent resident or foreign national),décision favorable (au résident permanent ou à l'étranger)
post-determination refugee claimants in Canada class (PDRCCC) ,catégorie des demandeurs non reconnus du statut de réfugié au Canada (CDNRSRC) 
"postponement (of a hearing, of an admissibility hearing)","remise (d'une audience, d'une enquête)"
precedent book,recueil de jurisprudence
precedential value (of a decision),valeur de précédent (en parlant d'une décision)
preferred position paper,exposé de position privilégiée
preferred practice (for detention reviews),pratique privilégiée (en matière de contrôle des motifs de détention)
pre-hearing conference,conférence préparatoire (à l'audience)
preliminary conference,conférence préliminaire
preliminary issue; preliminary matter,question préliminaire
Preparation and Conduct of a Hearing in the Refugee Protection DivisionNOTE  Chairperson's guidelines.,Directives concernant la préparation et la tenue des audiences à la Section de la protection des réfugiésNOTA  Directives du président.
pre-removal risk assessment (PRRA) ,examen des risques avant renvoi (ERAR)NOTA  Auparavant appelé « évaluation du risque avant le renvoi » sous le régime de la Loi sur l'immigration. 
"presentation of evidence; production of evidence; evidence, to present; evidence, to produce",présentation de la preuve; présenter des éléments de preuve; produire des éléments de preuve
present at the hearing,présent à l'audience
presiding member,président de l'audience
presiding skills,capacités de présider
presumption,présomption
previous delay,report antérieur
previous persecution,persécutions antérieures
prima facie eligibility ,détermination de la recevabilité sur la foi des renseignements fournis
prima facie evidence ,preuve prima facie
prima facie refugee ,présumé être réfugié
principal applicant,demandeur principal
principal claimant,demandeur d'asile principal
principles of fundamental justice,principes de justice fondamentale
prior claim,demande d'asile antérieure
Priorities Coordination Agreement (PCA) ,Entente sur la coordination des priorités (ECP) 
priority processing,traitement prioritaire
Privacy Act,Loi sur la protection des renseignements personnels
privacy commissioner,commissaire à la protection de la vie privée
Privacy Impact Assessment (PIA) ,évaluation des facteurs relatifs à la vie privée (EFVP) 
"private hearing; closed hearingNOTE  A hearing that is closed to the public. Formerly called ""in-camera hearing"" under the Immigration Act. ",audience à huis closNOTA  Audience tenue sans la présence du public.
probative value,valeur probante
procedural fairness,équité procédurale
procedural issue,question relative à la procédure; question de procédure
"proceed, ready to (with regard to the panel, the counsel or the Minister's representative)","prêt à entendre l'affaire (en parlant du tribunal); prêt à présenter des arguments (en parlant des conseils); prêt à plaider (en parlant des conseils, du représentant du ministre)"
proceeding,procédure; affaire; débats
proceeding conducted in private,débats tenus à huis clos
proceeding conducted in public,publicité des débats
"proceed to deal with a case, to",instruire une affaire
"proceed to hear a case, to",procéder à l'audition d'un cas
processing (of a case),traitement (d'un cas)
processing time,délai de traitement
process mapping,établissement de la séquence des opérations
"production of evidence; presentation of evidence; evidence, to present; evidence, to produce",présentation de la preuve; présenter des éléments de preuve; produire des éléments de preuve
professional conduct,éthique professionnelle
Professional Development Branch (PDB)NOTE  Now called Human Resources and Professional Development Branch (HRPDB) .,Direction générale du perfectionnement professionnel (DGPP)NOTA  Maintenant appelée Direction générale des ressources humaines et du perfectionnement professionnel (DGRHPP) .
Professional Development Committee (PDC) ,Comité de perfectionnement professionnel (CPP) 
profile of persons at risk,profil des personnes à risque
Profiling System,système d'établissement du profil
proof of relationship,preuve du lien de parenté
protected person,personne protégée
protection elsewhere,protection ailleurs
Protocol for Dealing with Unrepresented Appellants at the Appeal Division,Protocole relatif au traitement des appelants non représentés devant la Section d'appel
Protocol for High Profile Cases,Protocole sur les cas très médiatisés
